Filename,Random Forest,SVR Linear,SVR Poly,SVR RBF,KNN,Gradient Boosting,AdaBoost,Random Number,O0,O1,O2,O3
00201.c,0.8917301073670387,0.8893626015633345,0.8910896088927984,0.891784293577075,0.8889647759497166,0.8915622867643833,0.8887280933558941,0.8889250997453928,0.8898086436092854,0.8902767226099968,0.8914098106324673,0.8931399285793304
00202.c,0.8891842365264893,0.8905972819775343,0.8922940641641617,0.8900228198617697,0.88989750854671,0.8911337442696095,0.8912084084004164,0.8918031807988882,0.8930703494697809,0.893077040091157,0.8926430474966764,0.8936736136674881
00203.c,0.8868970815092325,0.8869087807834148,0.8866220489144325,0.8867405001074076,0.8863326013088226,0.8830909039825201,0.886783130466938,0.8882450107485056,0.8894071076065302,0.8890752140432596,0.8886515758931637,0.889220954850316
00204.c,1.085793985053897,1.0894667282700539,1.0873110443353653,1.0883292481303215,1.0892951842397451,1.0863202679902315,1.0875522680580616,1.0852675251662731,1.087125325575471,1.084436682984233,1.0880838334560394,1.090461291372776
00205.c,0.9064876344054937,0.9054419491440058,0.9015534278005362,0.9039107412099838,0.903669374063611,0.9064598362892866,0.9026638902723789,0.9028208665549755,0.9073589257895947,0.9060246180742979,0.906704556196928,0.9058194495737553
00206.c,0.8891951516270638,0.8853352256119251,0.8892546240240335,0.8886893354356289,0.8872844763100147,0.8860360495746136,0.8881362080574036,0.8846336733549833,0.888674097135663,0.889413109049201,0.8885025400668383,0.8893242087215185
00207.c,0.8893236201256514,0.8905863892287016,0.8922534566372633,0.8931654561311007,0.8915601726621389,0.8905298374593258,0.8904120624065399,0.891027620062232,0.8899425640702248,0.8924844171851873,0.8916971329599619,0.8941145949065685
00208.c,0.8237145096063614,0.8245906345546246,0.8273418545722961,0.8238331880420446,0.8282239735126495,0.8247347846627235,0.8237460982054472,0.8262909688055515,0.8293807040899992,0.827285174280405,0.826616121456027,0.826552864164114
00209.c,0.8246429841965437,0.8271785322576761,0.8260422069579363,0.8245187141001225,0.824966749176383,0.8230165280401707,0.8260922096669674,0.8248130679130554,0.8267347179353237,0.8260538149625063,0.8263733144849539,0.8259679842740297
00210.c,0.8939453661441803,0.8916531410068274,0.8908078074455261,0.8912574406713247,0.8905607294291258,0.8926035556942225,0.8901162017136812,0.8933024387806654,0.8899588212370872,0.8910575397312641,0.8889620807021856,0.8956082053482533
00211.c,0.8921804800629616,0.8959590271115303,0.8908029124140739,0.8923587054014206,0.8933927565813065,0.8936304450035095,0.8914985209703445,0.893154239282012,0.8929412476718426,0.8916694819927216,0.8932079114019871,0.8931567128747702
00212.c,0.8899512067437172,0.8854746259748936,0.8842861205339432,0.8857570271939039,0.8857181370258331,0.885652044788003,0.8863065429031849,0.8889700826257467,0.8881108984351158,0.8874982818961143,0.888997545465827,0.8876985087990761
00213.c,0.8923594038933516,0.8945430163294077,0.8918679114431143,0.8952748589217663,0.8927584383636713,0.8935943674296141,0.8938418496400118,0.8959133476018906,0.8951389025896788,0.8946594558656216,0.8970598541200161,0.8991705682128668
00214.c,0.8893844168633223,0.8914888054132462,0.8909512292593718,0.8912202715873718,0.8901246841996908,0.8892440367490053,0.8921961076557636,0.8891339488327503,0.8880088236182928,0.8868517726659775,0.8879050817340612,0.8886089995503426
00215.c,0.8938805721700191,0.8941640984266996,0.8932460770010948,0.8947881273925304,0.8928349390625954,0.8911215644329786,0.8930818494409323,0.893295519053936,0.8937345966696739,0.8936209492385387,0.8934227116405964,0.8961270917207003
00216.c,0.9425177946686745,0.9448478892445564,0.9418864659965038,0.9447885453701019,0.946287602186203,0.943735534325242,0.9418352451175451,0.9435817841440439,0.9442145153880119,0.9455991387367249,0.942519836127758,0.945163294672966
00217.c,0.8870585914701223,0.8883941397070885,0.8880618456751108,0.8894863724708557,0.8893694076687098,0.887309405952692,0.8882628716528416,0.8888679146766663,0.8893915619701147,0.8912612274289131,0.8894419614225626,0.8885046448558569
00218.c,0.8282003477215767,0.8270607758313417,0.825371939688921,0.8231771979480982,0.8293345384299755,0.8258109707385302,0.8268697261810303,0.829675542190671,0.8282612524926662,0.8270539566874504,0.8272838201373816,0.8278807811439037
00219.c,0.8939840365201235,0.8927218466997147,0.891166502609849,0.8940247222781181,0.8926511611789465,0.8917384259402752,0.8924344722181559,0.8948277719318867,0.8950914870947599,0.8960691913962364,0.8998154979199171,0.8979618940502405
00220.c,0.8965525403618813,0.8983841519802809,0.8983820769935846,0.8969646599143744,0.8973780442029238,0.8950052037835121,0.8969832304865122,0.896274458616972,0.8952912967652082,0.8969077989459038,0.8977576997131109,0.8984134364873171
nestedLoop.c,0.8274180386215448,0.825529720634222,0.82648541405797,0.827723266556859,0.8273739106953144,0.8270137440413237,0.8263736683875322,0.8264279272407293,0.8315699771046638,0.8283808249980211,0.8311396930366755,0.8264664281159639
recursion.c,0.8275602981448174,0.8295758347958326,0.8264455087482929,0.8305501621216536,0.8282698318362236,0.8288962543010712,0.8296944741159678,0.8274431135505438,0.8274291250854731,0.8274453766644001,0.8291509486734867,0.8290505409240723
select.c,0.8285431396216154,0.8267679773271084,0.8292596768587828,0.827672092244029,0.8311356529593468,0.8290283400565386,0.8294612783938646,0.8293218351900578,0.8292007353156805,0.8315926305949688,0.8289985284209251,0.8312720358371735
test10.c,0.8954815119504929,0.8932710383087397,0.8954186551272869,0.8894220944494009,0.8941430542618036,0.8919672891497612,0.8908171691000462,0.890454737469554,0.893899517133832,0.8904850166290998,0.8918657954782248,0.8934980612248182
test11.c,0.8880404457449913,0.889378271996975,0.8884101584553719,0.8896468337625265,0.8877676259726286,0.8894988186657429,0.8879242651164532,0.8899080771952868,0.8900441806763411,0.8924890086054802,0.8903264589607716,0.8932815920561552
test12.c,0.8256016075611115,0.8276001382619143,0.8290871772915125,0.8291226048022509,0.8298169448971748,0.8305046502500772,0.8297410011291504,0.8250816315412521,0.8273652121424675,0.8330171313136816,0.8312411494553089,0.8283258751034737
test13.c,0.8932678587734699,0.8908203560858965,0.8920371830463409,0.8929183352738619,0.8916981536895037,0.8912723120301962,0.892967576161027,0.891622768715024,0.8918453454971313,0.8923688195645809,0.8926635142415762,0.8918335326015949
test1.c,0.8909381926059723,0.8906347081065178,0.8909362200647593,0.8910696655511856,0.8942785337567329,0.8907653205096722,0.890646068379283,0.891773946583271,0.8928178157657385,0.890668474137783,0.8900596741586924,0.8925265986472368
test2.c,0.8945383708924055,0.8933790810406208,0.8930118698626757,0.8915597852319479,0.8944074008613825,0.8912246618419886,0.8919927589595318,0.8919248357415199,0.8925562929362059,0.8953390121459961,0.8933018241077662,0.8962928839027882
test3.c,0.9091870449483395,0.9040822368115187,0.9066542219370604,0.905444236472249,0.9061272460967302,0.9075768534094095,0.9085188675671816,0.9038301967084408,0.9076503794640303,0.9083550609648228,0.9099812433123589,0.9036999866366386
test4.c,0.8893718179315329,0.8878529984503984,0.8877612184733152,0.8902846891433001,0.8864997997879982,0.890359790995717,0.888712203130126,0.8883705362677574,0.8886868413537741,0.8905885722488165,0.8896170035004616,0.8915494997054338
test5.c,0.8941094633191824,0.8921296019107103,0.8957579918205738,0.8954515680670738,0.8960851393640041,0.8951836116611958,0.893831679597497,0.8971920609474182,0.8995582815259695,0.8973038643598557,0.8945432286709547,0.896001448854804
test6.c,0.8883816115558147,0.8894535433501005,0.8887903150171041,0.8886206764727831,0.8889381345361471,0.8879700675606728,0.8890022225677967,0.8893562704324722,0.8893756624311209,0.8896602913737297,0.8909972328692675,0.8896272219717503
test7.c,0.8887343127280474,0.8883014041930437,0.8865583427250385,0.8886683508753777,0.8903446812182665,0.8920959420502186,0.8879170008003712,0.8876167945563793,0.8884577173739672,0.8904321026057005,0.8865061402320862,0.8919683750718832
test8.c,0.8904113601893187,0.8927608281373978,0.8902712687849998,0.8921001218259335,0.8927649948745966,0.8966235890984535,0.8930821307003498,0.8925784807652235,0.8926816489547491,0.8953026868402958,0.8941918760538101,0.8928124122321606
test9.c,0.8923680670559406,0.8886528741568327,0.8916998766362667,0.8883606232702732,0.8903992921113968,0.8856785278767347,0.8913548402488232,0.891189843416214,0.8884218782186508,0.8854421153664589,0.890575835481286,0.8898178469389677
toy.c,0.8325871713459492,0.8305643238127232,0.830949867144227,0.8341488968580961,0.830159530043602,0.8304611761122942,0.8299039416015148,0.832067484036088,0.8304173871874809,0.832037016749382,0.8301380835473537,0.8317275736480951
